Well,Omit,Sample,Target,Task,Dyes,Cq,Cq Conf,Amp Score,Amp Status,Annotated,Baseline Start,Baseline End,Tm1,Tm2,Tm3,Tm4,Curve Quality,Result Quality Issues
C4,FALSE,T0 6.1,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,92.00564575195310,71.54045104980470,80.33856964111330,84.54637145996090,,
C5,FALSE,T0 6.2,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,92.19691467285160,87.7978515625,81.86868286132810,78.04341125488280,,
C6,FALSE,T0 6.3,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,78.04341125488280,92.19691467285160,73.070556640625,84.1638412475586,,
C7,FALSE,T4 1.1,vulgatus,Unknown,SYBR-NFQ-MGB,20.3311046236498,0.8304612052921670,1.9731841875647100,Amp,FALSE,3,15,73.070556640625,,,,,
C8,FALSE,T4 1.2,vulgatus,Unknown,SYBR-NFQ-MGB,20.72155056370820,0.986595305856201,1.9375855237188800,Amp,FALSE,3,15,73.070556640625,,,,,
C9,FALSE,T4 1.3,vulgatus,Unknown,SYBR-NFQ-MGB,20.520276447089000,0.9678773743786040,1.9259905886368000,Amp,FALSE,3,15,73.070556640625,,,,,
C10,FALSE,T4 2.1,vulgatus,Unknown,SYBR-NFQ-MGB,22.116950997986300,0.9555930566301960,1.8834026483804500,Amp,FALSE,3,18,72.8792953491211,,,,,
C11,FALSE,T4 2.2,vulgatus,Unknown,SYBR-NFQ-MGB,21.483967998695100,0.9591124284157020,1.9113564233851100,Amp,FALSE,3,14,72.8792953491211,,,,,
C12,FALSE,T4 2.3,vulgatus,Unknown,SYBR-NFQ-MGB,21.65541795430880,0.9803491862729680,1.8966453957881500,Amp,FALSE,3,15,72.68803405761720,,,,,
C13,FALSE,T20 1.1,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,12,80.5269775390625,,,,,
C14,FALSE,T20 1.2,vulgatus,Unknown,SYBR-NFQ-MGB,38.75758690999030,0.023722252000984300,1.3919290673794900,Inconclusive,FALSE,3,36,70.19770812988280,80.5269775390625,,,,
C15,FALSE,T20 1.3,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,80.5269775390625,66.5633316040039,,,,
C16,FALSE,T20 2.1,vulgatus,Unknown,SYBR-NFQ-MGB,20.78555650044570,0.9882984096785480,1.859880302368390,Amp,FALSE,3,15,73.06694793701170,,,,,
C17,FALSE,T20 2.2,vulgatus,Unknown,SYBR-NFQ-MGB,20.593927147736800,0.9704622722193210,1.8705357026343800,Amp,FALSE,3,16,73.06694793701170,,,,,
C18,FALSE,T20 2.3,vulgatus,Unknown,SYBR-NFQ-MGB,20.94444730380910,0.9683388199145560,1.8748591253282700,Amp,FALSE,3,17,73.06694793701170,,,,,
C19,FALSE,T20 3.1,vulgatus,Unknown,SYBR-NFQ-MGB,22.826425763266500,0.7506953160984150,1.701257211629770,Inconclusive,FALSE,3,18,72.68438720703130,,,,,
C20,FALSE,T20 3.2,vulgatus,Unknown,SYBR-NFQ-MGB,22.8278093320805,0.7176859271330120,1.652631620796980,Inconclusive,FALSE,3,18,72.68438720703130,,,,,
C21,FALSE,T20 3.3,vulgatus,Unknown,SYBR-NFQ-MGB,23.513524526066200,0.6861885953308830,1.6142721840117900,Inconclusive,FALSE,3,19,72.68438720703130,,,,,
C22,FALSE,T20 4.1,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,1.1388454176343200,No Amp,FALSE,3,39,80.5269775390625,,,,,
C23,FALSE,T20 4.2,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,80.5269775390625,,,,,
C24,FALSE,T20 4.3,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,78.99671936035160,92.57780456542970,,,,
D1,FALSE,T0 5.1,vulgatus,Unknown,SYBR-NFQ-MGB,21.725186281586300,0.9340612063391220,1.9280988291493400,Amp,FALSE,3,17,72.49676513671880,,,,,
D2,FALSE,T0 5.2,vulgatus,Unknown,SYBR-NFQ-MGB,21.583905808782600,0.9030497260910410,1.9475181592637000,Amp,FALSE,3,16,72.68803405761720,,,,,
D3,FALSE,T0 5.3,vulgatus,Unknown,SYBR-NFQ-MGB,21.473259666113900,0.9551092540011330,1.9420699169562900,Amp,FALSE,3,16,72.68803405761720,,,,,
D4,FALSE,T0 6.1,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,91.62312316894530,86.4590072631836,,,,
D5,FALSE,T0 6.2,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,0.31613130558811100,No Amp,FALSE,3,39,78.23467254638670,92.38817596435550,84.1638412475586,,,
D6,FALSE,T0 6.3,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,92.38817596435550,73.26182556152340,84.92889404296880,,,
D7,FALSE,T4 1.1,vulgatus,Unknown,SYBR-NFQ-MGB,20.516565870925400,0.9431742435897750,1.9473606044097100,Amp,FALSE,3,16,73.070556640625,,,,,
D8,FALSE,T4 1.2,vulgatus,Unknown,SYBR-NFQ-MGB,20.67560186224490,0.9748254823003300,1.9360450706997000,Amp,FALSE,3,15,73.070556640625,,,,,
D9,FALSE,T4 1.3,vulgatus,Unknown,SYBR-NFQ-MGB,20.561486389350100,0.9844570729531770,1.9326329333697100,Amp,FALSE,3,16,73.26182556152340,,,,,
D10,FALSE,T4 2.1,vulgatus,Unknown,SYBR-NFQ-MGB,21.700001776458300,0.9588450167411790,1.9293105007542600,Amp,FALSE,3,15,72.8792953491211,,,,,
D11,FALSE,T4 2.2,vulgatus,Unknown,SYBR-NFQ-MGB,21.65071588676730,0.9675777172028740,1.918774619244220,Amp,FALSE,3,16,72.8792953491211,,,,,
D12,FALSE,T4 2.3,vulgatus,Unknown,SYBR-NFQ-MGB,21.63257966455820,0.9823855690864630,1.9100424613441600,Amp,FALSE,3,16,72.8792953491211,,,,,
D13,FALSE,T20 1.1,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,80.71826171875,64.84178924560550,,,,
D14,FALSE,T20 1.2,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,17,80.5269775390625,,,,,
D15,FALSE,T20 1.3,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,8,80.71826171875,65.79820251464840,,,,
D16,FALSE,T20 2.1,vulgatus,Unknown,SYBR-NFQ-MGB,20.803482201370800,0.9855978992572490,1.8567252259699000,Amp,FALSE,3,13,73.25823211669920,,,,,
D17,FALSE,T20 2.2,vulgatus,Unknown,SYBR-NFQ-MGB,20.860620568999500,0.98712427187437,1.8604510268715700,Amp,FALSE,3,15,73.06694793701170,,,,,
D18,FALSE,T20 2.3,vulgatus,Unknown,SYBR-NFQ-MGB,20.31791722465360,0.8017032428738020,1.8482782684363200,Amp,FALSE,3,13,73.06694793701170,,,,,
D19,FALSE,T20 3.1,vulgatus,Unknown,SYBR-NFQ-MGB,22.5762201399508,0.776989708263738,1.7173952788672100,Amp,FALSE,3,17,72.68438720703130,,,,,
D20,FALSE,T20 3.2,vulgatus,Unknown,SYBR-NFQ-MGB,22.690645242169700,0.7231152392201100,1.6950418945686800,Inconclusive,FALSE,3,17,72.68438720703130,,,,,
D21,FALSE,T20 3.3,vulgatus,Unknown,SYBR-NFQ-MGB,23.272383621142000,0.7254978597246460,1.6395967306944600,Inconclusive,FALSE,3,18,72.68438720703130,,,,,
D22,FALSE,T20 6.1,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,80.5269775390625,,,,,
D23,FALSE,T20 6.2,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,1.110184225756760,No Amp,FALSE,3,39,80.5269775390625,,,,,
D24,FALSE,T20 6.3,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,79.57057189941410,72.68438720703130,,,,
E1,FALSE,T4 3.1,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,92.38817596435550,83.97257995605470,,,,
E2,FALSE,T4 3.2,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,0.5691600842451180,No Amp,FALSE,3,39,91.62312316894530,85.3114242553711,,,,
E3,FALSE,T4 3.3,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,92.38817596435550,80.91236114501950,85.88521575927730,72.49676513671880,,
E4,FALSE,T4 4.1,vulgatus,Unknown,SYBR-NFQ-MGB,20.60441276560170,0.9608864740926980,1.9447674437492200,Amp,FALSE,3,15,73.070556640625,,,,,
E5,FALSE,T4 4.2,vulgatus,Unknown,SYBR-NFQ-MGB,20.71892089630920,0.9357097033540460,1.9265603357397000,Amp,FALSE,3,16,73.070556640625,,,,,
E6,FALSE,T4 4.3,vulgatus,Unknown,SYBR-NFQ-MGB,20.672817015701000,0.9506731641349410,1.9333426615081600,Amp,FALSE,3,16,73.070556640625,,,,,
E7,FALSE,T4 5.1,vulgatus,Unknown,SYBR-NFQ-MGB,21.614359632740000,0.9531807517062710,1.927470815644860,Amp,FALSE,3,16,72.8792953491211,,,,,
E8,FALSE,T4 5.2,vulgatus,Unknown,SYBR-NFQ-MGB,21.74795490282940,0.9787159371756970,1.931246651591990,Amp,FALSE,3,16,72.8792953491211,,,,,
E9,FALSE,T4 5.3,vulgatus,Unknown,SYBR-NFQ-MGB,21.72099156809740,0.9782701378558530,1.9157118776265100,Amp,FALSE,3,16,72.8792953491211,,,,,
E10,FALSE,T4 6.1,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,72.68803405761720,92.19691467285160,85.69395446777340,,,
E11,FALSE,T4 6.2,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,0.567147766120016,No Amp,FALSE,3,39,72.68803405761720,85.12016296386720,92.57943725585940,,,
E12,FALSE,T4 6.3,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,0.7122471002186020,No Amp,FALSE,3,39,72.68803405761720,,,,,
E13,FALSE,T20 5.1,vulgatus,Unknown,SYBR-NFQ-MGB,20.69557951491360,0.9956567427115820,1.8646692940379200,Amp,FALSE,3,15,73.25823211669920,,,,,
E14,FALSE,T20 5.2,vulgatus,Unknown,SYBR-NFQ-MGB,21.007009699415300,0.9882975067956110,1.870921737601700,Amp,FALSE,3,18,73.25823211669920,,,,,
E15,FALSE,T20 5.3,vulgatus,Unknown,SYBR-NFQ-MGB,20.553201701830600,0.9689384384829080,1.8772022329941000,Amp,FALSE,3,14,73.25823211669920,,,,,
E16,FALSE,T20 4.1,vulgatus,Unknown,SYBR-NFQ-MGB,22.80045374300310,0.7548425195349620,1.6714114220439400,Inconclusive,FALSE,3,17,72.87567138671880,,,,,
E17,FALSE,T20 4.2,vulgatus,Unknown,SYBR-NFQ-MGB,22.955181946354500,0.7436241405252420,1.6214216712825000,Inconclusive,FALSE,3,17,72.87567138671880,,,,,
E18,FALSE,T20 4.3,vulgatus,Unknown,SYBR-NFQ-MGB,22.991085266870300,0.7127589298709380,1.6443531376276300,Inconclusive,FALSE,3,17,72.68438720703130,,,,,
E19,FALSE,T24 1.1,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,26,80.71826171875,69.05001068115230,,,,
E20,FALSE,T24 1.2,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,79.57057189941410,,,,,
E21,FALSE,T24 1.3,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,80.5269775390625,,,,,
E22,FALSE,T24 2.1,vulgatus,Unknown,SYBR-NFQ-MGB,20.4926129780458,0.7925522729343420,1.8192782550193400,Amp,FALSE,3,14,73.06694793701170,,,,,
E23,FALSE,T24 2.2,vulgatus,Unknown,SYBR-NFQ-MGB,20.761725659451700,0.8906192568675710,1.8255971240859400,Amp,FALSE,3,15,73.06694793701170,,,,,
E24,FALSE,T24 2.3,vulgatus,Unknown,SYBR-NFQ-MGB,20.779215919965400,0.9022991135623660,1.8751727308199700,Amp,FALSE,3,16,73.06694793701170,,,,,
F1,FALSE,T4 3.1,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,92.00564575195310,72.49676513671880,71.15792083740230,79.76478576660160,,
F2,FALSE,T4 3.2,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,92.38817596435550,72.11424255371090,,,,
F3,FALSE,T4 3.3,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,92.57943725585940,71.9229736328125,,,,
F4,FALSE,T4 4.1,vulgatus,Unknown,SYBR-NFQ-MGB,20.59120661306630,0.9877217321716640,1.912771031380040,Amp,FALSE,3,15,73.070556640625,,,,,
F5,FALSE,T4 4.2,vulgatus,Unknown,SYBR-NFQ-MGB,20.591626453824000,0.9698890686146600,1.9357625375209500,Amp,FALSE,3,15,73.070556640625,,,,,
F6,FALSE,T4 4.3,vulgatus,Unknown,SYBR-NFQ-MGB,20.870450185027800,0.9881901059871980,1.9277457016450500,Amp,FALSE,3,15,73.26182556152340,,,,,
F7,FALSE,T4 5.1,vulgatus,Unknown,SYBR-NFQ-MGB,21.660299492361900,0.9940683911905040,1.9123819943349000,Amp,FALSE,3,16,72.8792953491211,,,,,
F8,FALSE,T4 5.2,vulgatus,Unknown,SYBR-NFQ-MGB,21.536976247509300,0.9845368636638670,1.9252152798869000,Amp,FALSE,3,16,72.8792953491211,,,,,
F9,FALSE,T4 5.3,vulgatus,Unknown,SYBR-NFQ-MGB,21.68101473197820,0.9960935430564790,1.9103880778966900,Amp,FALSE,3,15,72.8792953491211,,,,,
F10,FALSE,T4 6.1,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,0.8021374677025070,No Amp,FALSE,3,23,72.68803405761720,,,,,
F11,FALSE,T4 6.2,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,0.7735461949426280,No Amp,FALSE,3,39,72.68803405761720,84.1638412475586,,,,
F12,FALSE,T4 6.3,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,72.8792953491211,,,,,
F13,FALSE,T20 5.1,vulgatus,Unknown,SYBR-NFQ-MGB,20.44663579404670,0.9575443016265150,1.8646828493454600,Amp,FALSE,3,15,73.25823211669920,,,,,
F14,FALSE,T20 5.2,vulgatus,Unknown,SYBR-NFQ-MGB,20.750632480980200,0.9808358098711730,1.8818379177135700,Amp,FALSE,3,15,73.25823211669920,,,,,
F15,FALSE,T20 5.3,vulgatus,Unknown,SYBR-NFQ-MGB,20.750523837307900,0.9938118625418210,1.8702501058171800,Amp,FALSE,3,14,73.25823211669920,,,,,
F16,FALSE,T20 4.1,vulgatus,Unknown,SYBR-NFQ-MGB,22.469818639665900,0.7177317229275150,1.6823193538065300,Inconclusive,FALSE,3,17,72.87567138671880,,,,,
F17,FALSE,T20 4.2,vulgatus,Unknown,SYBR-NFQ-MGB,22.781208676534100,0.7475555347391790,1.6664123713531600,Inconclusive,FALSE,3,18,72.87567138671880,,,,,
F18,FALSE,T20 4.3,vulgatus,Unknown,SYBR-NFQ-MGB,22.77010709795640,0.7410590144412830,1.6573583968395500,Inconclusive,FALSE,3,16,72.87567138671880,,,,,
F19,FALSE,T24 1.1,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,20,80.71826171875,,,,,
F20,FALSE,T24 1.2,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,79.76184844970700,,,,,
F21,FALSE,T24 1.3,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,25,80.5269775390625,,,,,
F22,FALSE,T24 2.1,vulgatus,Unknown,SYBR-NFQ-MGB,20.503212902355700,0.8072700995283150,1.8343413060285500,Amp,FALSE,3,15,73.06694793701170,,,,,
F23,FALSE,T24 2.2,vulgatus,Unknown,SYBR-NFQ-MGB,20.75998298935870,0.9021508499271240,1.8348514994568400,Amp,FALSE,3,15,73.06694793701170,,,,,
F24,FALSE,T24 2.3,vulgatus,Unknown,SYBR-NFQ-MGB,20.99611483333670,0.9720795928134070,1.8635097957627900,Amp,FALSE,3,16,73.06694793701170,,,,,
G1,FALSE,T8 1.1,vulgatus,Unknown,SYBR-NFQ-MGB,21.268130975790500,0.9439211987253250,1.9003781224676600,Amp,FALSE,3,17,73.070556640625,,,,,
G2,FALSE,T8 1.2,vulgatus,Unknown,SYBR-NFQ-MGB,20.56585840328390,0.9267957902055180,1.9235720604505600,Amp,FALSE,3,16,73.070556640625,,,,,
G3,FALSE,T8 1.3,vulgatus,Unknown,SYBR-NFQ-MGB,21.32818538232100,0.9783047932454450,1.8956437489871000,Amp,FALSE,3,16,73.070556640625,,,,,
G4,FALSE,T8 2.1,vulgatus,Unknown,SYBR-NFQ-MGB,21.923329842905600,0.9639074949015660,1.9116087767913500,Amp,FALSE,3,16,72.68803405761720,,,,,
G5,FALSE,T8 2.2,vulgatus,Unknown,SYBR-NFQ-MGB,21.679381591775900,0.9459300286765640,1.882671811515620,Amp,FALSE,3,16,72.68803405761720,,,,,
G6,FALSE,T8 2.3,vulgatus,Unknown,SYBR-NFQ-MGB,21.317727824970500,0.935326262731326,1.8868444279724000,Amp,FALSE,3,15,72.68803405761720,,,,,
G7,FALSE,T8 3.1,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,80.91236114501950,,,,,
G8,FALSE,T8 3.2,vulgatus,Unknown,SYBR-NFQ-MGB,32.828818112675400,0.904559351495416,1.777729584500420,Amp,FALSE,3,25,70.5841293334961,80.91236114501950,,,,
G9,FALSE,T8 3.3,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,0.7563508823910890,No Amp,FALSE,3,39,80.91236114501950,,,,,
