Well,Omit,Sample,Target,Task,Dyes,Cq,Cq Conf,Amp Score,Amp Status,Annotated,Baseline Start,Baseline End,Tm1,Tm2,Tm3,Tm4,Curve Quality,Result Quality Issues
A20,FALSE,Bv_sup_pel_3_T40,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,60.0003,,,,,
A21,FALSE,Bv_P__nanopore_1_T44,1,Unknown,SYBR,36.213234,0.771218235,,No Amp,FALSE,0,0,73.76364,,,,,
A22,FALSE,Bv_P__nanopore_2_T44,1,Unknown,SYBR,33.463097,0.923254278,,Amp,FALSE,0,0,73.53801,,,,,
A23,FALSE,Bv_P__nanopore_3_T44,1,Unknown,SYBR,33.76269,0.923363524,,Amp,FALSE,0,0,73.650826,,,,,
A24,FALSE,Bv_P__nanopore_4_T44,1,Unknown,SYBR,32.23835,0.95146229,,Amp,FALSE,0,0,73.650826,,,,,
B1,FALSE,Bv_P_proteinase_1_T0,1,Unknown,SYBR,26.452524,0.933663512,,Amp,FALSE,0,0,73.53784,,,,,
B2,FALSE,Bv_P_proteinase_2_T0,1,Unknown,SYBR,26.386011,0.972709249,,Amp,FALSE,0,0,73.53784,,,,,
B3,FALSE,Bv_P_proteinase_3_T0,1,Unknown,SYBR,25.619473,0.936883566,,Amp,FALSE,0,0,73.53784,,,,,
B4,FALSE,Bd_P_proteinase_1_T0,1,Unknown,SYBR,25.566349,0.83757024,,Amp,FALSE,0,0,73.53784,,,,,
B5,FALSE,Bd_P_proteinase_2_T0,1,Unknown,SYBR,26.308767,0.942964664,,Amp,FALSE,0,0,73.53509,,,,,
B6,FALSE,Bd_P_proteinase_3_T0,1,Unknown,SYBR,26.146997,0.952417858,,Amp,FALSE,0,0,73.53509,,,,,
B7,FALSE,media_P_proteinase_1_T0,1,Unknown,SYBR,30.365099,0.982709567,,Amp,FALSE,0,0,73.76067,,,,,
B8,FALSE,media_P_proteinase_2_T0,1,Unknown,SYBR,30.543085,0.979510035,,Amp,FALSE,0,0,73.87347,,,,,
B9,FALSE,media_P_proteinase_3_T0,1,Unknown,SYBR,29.814955,0.978807834,,Amp,FALSE,0,0,73.64781,,,,,
B10,FALSE,media_1_T0,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,60.0003,,,,,
B11,FALSE,media_2_T0,1,Unknown,SYBR,32.102016,0.976874397,,Amp,FALSE,0,0,70.37692,73.53502,64.624664,89.32553,,
B12,FALSE,media_3_T0,1,Unknown,SYBR,30.549004,0.982425121,,Amp,FALSE,0,0,74.66292,64.2863,,,,
B13,FALSE,Bv_nanopore_1_T40,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,60.0004,,,,,
B14,FALSE,Bv_nanopore_2_T40,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,60.0004,,,,,
B15,FALSE,Bv_nanopore_3_T40,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,60.0004,,,,,
B16,FALSE,Bv_nanopore_4_T40,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,60.0004,,,,,
B17,FALSE,Bv_nanopore_5_T40,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,60.0003,,,,,
B18,FALSE,Bv_sup_pel_1_T40,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,60.0003,,,,,
B19,FALSE,Bv_sup_pel_2_T40,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,60.0003,,,,,
B20,FALSE,Bv_sup_pel_3_T40,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,60.0003,,,,,
B21,FALSE,Bv_P__nanopore_1_T44,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,73.650826,,,,,
B22,FALSE,Bv_P__nanopore_2_T44,1,Unknown,SYBR,32.514328,0.948047683,,Amp,FALSE,0,0,73.53801,,,,,
B23,FALSE,Bv_P__nanopore_3_T44,1,Unknown,SYBR,33.97383,0.914073894,,Amp,FALSE,0,0,73.650826,,,,,
B24,FALSE,Bv_P__nanopore_4_T44,1,Unknown,SYBR,31.851341,0.963449025,,Amp,FALSE,0,0,73.53801,,,,,
C1,FALSE,Bv_P_dnase_1_T0,1,Unknown,SYBR,26.995361,0.988971887,,Amp,FALSE,0,0,73.53784,,,,,
C2,FALSE,Bv_P_dnase_2_T0,1,Unknown,SYBR,27.203032,0.991728582,,Amp,FALSE,0,0,73.425026,,,,,
C3,FALSE,Bv_P_dnase_3_T0,1,Unknown,SYBR,26.905872,0.991546568,,Amp,FALSE,0,0,73.425026,,,,,
C4,FALSE,Bd_P_dnase_1_T0,1,Unknown,SYBR,27.070543,0.993032011,,Amp,FALSE,0,0,73.425026,,,,,
C5,FALSE,Bd_P_dnase_2_T0,1,Unknown,SYBR,27.391891,0.99139993,,Amp,FALSE,0,0,73.4223,,,,,
C6,FALSE,Bd_P_dnase_3_T0,1,Unknown,SYBR,27.198719,0.990981376,,Amp,FALSE,0,0,73.53509,,,,,
C7,FALSE,media_P_dnase_1_T0,1,Unknown,SYBR,29.874578,0.987478691,,Amp,FALSE,0,0,73.76067,,,,,
C8,FALSE,media_P_dnase_2_T0,1,Unknown,SYBR,30.420925,0.986906396,,Amp,FALSE,0,0,73.64788,,,,,
C9,FALSE,media_P_dnase_3_T0,1,Unknown,SYBR,30.2224,0.982231065,,Amp,FALSE,0,0,73.53502,,,,,
C10,FALSE,media_P_1_T0,1,Unknown,SYBR,28.646496,0.983045093,,Amp,FALSE,0,0,73.53502,,,,,
C11,FALSE,media_P_2_T0,1,Unknown,SYBR,28.62394,0.983732684,,Amp,FALSE,0,0,73.53502,,,,,
C12,FALSE,media_P_3_T0,1,Unknown,SYBR,28.63975,0.988572249,,Amp,FALSE,0,0,73.53502,,,,,
C13,FALSE,Bv_P__nanopore_1_T40,1,Unknown,SYBR,31.531147,0.960038028,,Amp,FALSE,0,0,73.3129,,,,,
C14,FALSE,Bv_P__nanopore_2_T40,1,Unknown,SYBR,31.824858,0.959042116,,Amp,FALSE,0,0,73.3129,,,,,
C15,FALSE,Bv_P__nanopore_3_T40,1,Unknown,SYBR,31.990303,0.957903168,,Amp,FALSE,0,0,73.3129,,,,,
C16,FALSE,Bv_P__nanopore_4_T40,1,Unknown,SYBR,31.11741,0.960382114,,Amp,FALSE,0,0,73.3129,,,,,
C17,FALSE,Bv_P__nanopore_5_T40,1,Unknown,SYBR,36.245792,0.71941704,,No Amp,FALSE,0,0,73.5412,,,,,
C18,FALSE,Bv_sup_pel_P_1_T40,1,Unknown,SYBR,32.155876,0.960871013,,Amp,FALSE,0,0,73.42835,,,,,
C19,FALSE,Bv_sup_pel_P_2_T40,1,Unknown,SYBR,33.86338,0.862799836,,Amp,FALSE,0,0,73.42835,,,,,
C20,FALSE,Bv_sup_pel_P_3_T40,1,Unknown,SYBR,31.272038,0.948052864,,Amp,FALSE,0,0,73.42835,,,,,
C21,FALSE,Bv_P__nanopore_5_T44,1,Unknown,SYBR,35.46383,0.724883599,,Amp,FALSE,0,0,73.53801,,,,,
C22,FALSE,Bv_sup_pel_P_1_T44,1,Unknown,SYBR,34.30484,0.945556762,,Amp,FALSE,0,0,73.650826,,,,,
C23,FALSE,Bv_sup_pel_P_2_T44,1,Unknown,SYBR,33.093143,0.938245616,,Amp,FALSE,0,0,73.53801,,,,,
C24,FALSE,Bv_sup_pel_P_3_T44,1,Unknown,SYBR,32.84223,0.934576033,,Amp,FALSE,0,0,73.53801,,,,,
D1,FALSE,Bv_P_dnase_1_T0,1,Unknown,SYBR,27.176998,0.979840594,,Amp,FALSE,0,0,73.425026,,,,,
D2,FALSE,Bv_P_dnase_2_T0,1,Unknown,SYBR,26.600805,0.895269133,,Amp,FALSE,0,0,73.425026,,,,,
D3,FALSE,Bv_P_dnase_3_T0,1,Unknown,SYBR,27.171907,0.989612764,,Amp,FALSE,0,0,73.425026,,,,,
D4,FALSE,Bd_P_dnase_1_T0,1,Unknown,SYBR,27.290691,0.992405748,,Amp,FALSE,0,0,73.425026,,,,,
D5,FALSE,Bd_P_dnase_2_T0,1,Unknown,SYBR,27.198822,0.995442313,,Amp,FALSE,0,0,73.4223,,,,,
D6,FALSE,Bd_P_dnase_3_T0,1,Unknown,SYBR,26.645542,0.904885841,,Amp,FALSE,0,0,73.53509,,,,,
D7,FALSE,media_P_dnase_1_T0,1,Unknown,SYBR,29.494047,0.986188497,,Amp,FALSE,0,0,73.64788,,,,,
D8,FALSE,media_P_dnase_2_T0,1,Unknown,SYBR,30.465527,0.983573823,,Amp,FALSE,0,0,73.76067,,,,,
D9,FALSE,media_P_dnase_3_T0,1,Unknown,SYBR,30.419619,0.981990589,,Amp,FALSE,0,0,73.64781,65.3014,,,,
D10,FALSE,media_P_1_T0,1,Unknown,SYBR,28.154444,0.983627955,,Amp,FALSE,0,0,73.64781,,,,,
D11,FALSE,media_P_2_T0,1,Unknown,SYBR,28.55143,0.989431005,,Amp,FALSE,0,0,73.64781,,,,,
D12,FALSE,media_P_3_T0,1,Unknown,SYBR,28.84033,0.986188947,,Amp,FALSE,0,0,73.53502,,,,,
D13,FALSE,Bv_P__nanopore_1_T40,1,Unknown,SYBR,31.009518,0.972702185,,Amp,FALSE,0,0,73.3129,,,,,
D14,FALSE,Bv_P__nanopore_2_T40,1,Unknown,SYBR,30.90093,0.969830658,,Amp,FALSE,0,0,73.3129,,,,,
D15,FALSE,Bv_P__nanopore_3_T40,1,Unknown,SYBR,31.674765,0.962102012,,Amp,FALSE,0,0,73.3129,,,,,
D16,FALSE,Bv_P__nanopore_4_T40,1,Unknown,SYBR,31.159534,0.965071559,,Amp,FALSE,0,0,73.3129,,,,,
D17,FALSE,Bv_P__nanopore_5_T40,1,Unknown,SYBR,36.32046,0.734215837,,No Amp,FALSE,0,0,73.42835,,,,,
D18,FALSE,Bv_sup_pel_P_1_T40,1,Unknown,SYBR,31.751749,0.94557459,,Amp,FALSE,0,0,73.31551,,,,,
D19,FALSE,Bv_sup_pel_P_2_T40,1,Unknown,SYBR,33.62802,0.916693888,,Amp,FALSE,0,0,73.42835,,,,,
D20,FALSE,Bv_sup_pel_P_3_T40,1,Unknown,SYBR,31.364998,0.949719779,,Amp,FALSE,0,0,73.31551,,,,,
D21,FALSE,Bv_P__nanopore_5_T44,1,Unknown,SYBR,35.230675,0.748572566,,Amp,FALSE,0,0,73.53801,,,,,
D22,FALSE,Bv_sup_pel_P_1_T44,1,Unknown,SYBR,33.666534,0.892197367,,Amp,FALSE,0,0,73.53801,,,,,
D23,FALSE,Bv_sup_pel_P_2_T44,1,Unknown,SYBR,33.36556,0.922807709,,Amp,FALSE,0,0,73.53801,,,,,
D24,FALSE,Bv_sup_pel_P_3_T44,1,Unknown,SYBR,32.80072,0.955869991,,Amp,FALSE,0,0,73.53801,,,,,
E1,FALSE,Bv_nanopore_1_T0,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,59.9999,,,,,
E2,FALSE,Bv_nanopore_2_T0,1,Unknown,SYBR,36.812683,0.915222573,,Inconclusive,FALSE,0,0,73.08658,,,,,
E3,FALSE,Bv_nanopore_3_T0,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,60.225536,,,,,
E4,FALSE,Bv_nanopore_4_T0,1,Unknown,SYBR,31.633224,0.986461706,,Amp,FALSE,0,0,77.147964,,,,,
E5,FALSE,Bv_nanopore_5_T0,1,Unknown,SYBR,31.814106,0.981441822,,Amp,FALSE,0,0,74.55022,,,,,
E6,FALSE,Bv_sup_pel_1_T0,1,Unknown,SYBR,35.68464,0.962384242,,Inconclusive,FALSE,0,0,72.85834,,,,,
E7,FALSE,Bv_sup_pel_2_T0,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,60.0001,,,,,
E8,FALSE,Bv_sup_pel_3_T0,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,60.22568,,,,,
E9,FALSE,Bd_nanopore_1_T44,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,60.0003,,,,,
E10,FALSE,Bd_nanopore_2_T44,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,60.0003,,,,,
E11,FALSE,Bd_nanopore_3_T44,1,Unknown,SYBR,30.790798,0.84768214,,Amp,FALSE,0,0,72.97108,,,,,
E12,FALSE,Bd_nanopore_4_T44,1,Unknown,SYBR,31.843628,0.62427304,,Amp,FALSE,0,0,70.03855,,,,,
E13,FALSE,Bd_nanopore_1_T40,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,60.0004,,,,,
E14,FALSE,Bd_nanopore_2_T40,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,60.0004,,,,,
E15,FALSE,Bd_nanopore_3_T40,1,Unknown,SYBR,30.668367,0.890423962,,Amp,FALSE,0,0,74.32826,,,,,
E16,FALSE,Bd_nanopore_4_T40,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,60.0004,,,,,
E17,FALSE,Bd_nanopore_5_T40,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,60.0003,,,,,
E18,FALSE,Bd_sup_pel_1_T40,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,60.0003,,,,,
E19,FALSE,Bd_sup_pel_2_T40,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,60.0003,,,,,
E20,FALSE,Bd_sup_pel_3_T40,1,Unknown,SYBR,31.559486,0.797795604,,Amp,FALSE,0,0,72.97699,,,,,
E21,FALSE,Bv_P_proteinase_1_T24,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,60.0003,,,,,
E22,FALSE,Bv_P_proteinase_2_T24,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,60.0003,,,,,
E23,FALSE,Bv_P_proteinase_3_T24,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,60.0003,,,,,
E24,FALSE,Bd_P_proteinase_1_T24,1,Unknown,SYBR,26.290031,0.546602153,,Amp,FALSE,0,0,73.4252,,,,,
F1,FALSE,Bv_nanopore_1_T0,1,Unknown,SYBR,35.180016,0.95941192,,Amp,FALSE,0,0,75.568535,,,,,
F2,FALSE,Bv_nanopore_2_T0,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,59.9999,,,,,
F3,FALSE,Bv_nanopore_3_T0,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,59.9999,,,,,
F4,FALSE,Bv_nanopore_4_T0,1,Unknown,SYBR,31.82767,0.975228559,,Amp,FALSE,0,0,74.10193,,,,,
F5,FALSE,Bv_nanopore_5_T0,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,60.0001,,,,,
F6,FALSE,Bv_sup_pel_1_T0,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,60.112892,,,,,
F7,FALSE,Bv_sup_pel_2_T0,1,Unknown,SYBR,32.402626,0.976391475,,Amp,FALSE,0,0,72.745544,,,,,
F8,FALSE,Bv_sup_pel_3_T0,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,60.0001,,,,,
F9,FALSE,Bd_nanopore_1_T44,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,60.0003,,,,,
F10,FALSE,Bd_nanopore_2_T44,1,Unknown,SYBR,25.600147,0,,Amp,FALSE,0,0,72.7455,,,,,
F11,FALSE,Bd_nanopore_3_T44,1,Unknown,SYBR,27.300718,0.008873393,,Amp,FALSE,0,0,72.97108,,,,,
F12,FALSE,Bd_nanopore_4_T44,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,60.0003,,,,,
F13,FALSE,Bd_nanopore_1_T40,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,60.0004,,,,,
F14,FALSE,Bd_nanopore_2_T40,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,60.0004,,,,,
F15,FALSE,Bd_nanopore_3_T40,1,Unknown,SYBR,31.698763,0.369835877,,Inconclusive,FALSE,0,0,73.42572,,,,,
F16,FALSE,Bd_nanopore_4_T40,1,Unknown,SYBR,31.793158,0.902667766,,Amp,FALSE,0,0,73.764175,,,,,
F17,FALSE,Bd_nanopore_5_T40,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,60.0003,,,,,
F18,FALSE,Bd_sup_pel_1_T40,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,60.0003,,,,,
F19,FALSE,Bd_sup_pel_2_T40,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,60.0003,,,,,
F20,FALSE,Bd_sup_pel_3_T40,1,Unknown,SYBR,31.430252,0.795021788,,Amp,FALSE,0,0,74.55676,,,,,
F21,FALSE,Bv_P_proteinase_1_T24,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,60.0003,,,,,
F22,FALSE,Bv_P_proteinase_2_T24,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,60.0003,,,,,
F23,FALSE,Bv_P_proteinase_3_T24,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,60.0003,,,,,
F24,FALSE,Bd_P_proteinase_1_T24,1,Unknown,SYBR,26.568457,0.660088702,,Amp,FALSE,0,0,73.4252,,,,,
G1,FALSE,Bv_P__nanopore_1_T0,1,Unknown,SYBR,25.662344,0.989073995,,Amp,FALSE,0,0,73.31221,,,,,
G2,FALSE,Bv_P__nanopore_2_T0,1,Unknown,SYBR,25.911028,0.987081586,,Amp,FALSE,0,0,73.31221,,,,,
G3,FALSE,Bv_P__nanopore_3_T0,1,Unknown,SYBR,24.848694,0.760206279,,Amp,FALSE,0,0,73.31221,,,,,
G4,FALSE,Bv_P__nanopore_4_T0,1,Unknown,SYBR,25.17312,0.802242145,,Amp,FALSE,0,0,73.31221,,,,,
G5,FALSE,Bv_P__nanopore_5_T0,1,Unknown,SYBR,25.37893,0.925417054,,Amp,FALSE,0,0,73.4223,,,,,
G6,FALSE,Bv_sup_pel_P_1_T0,1,Unknown,SYBR,21.906866,0.988698179,,Amp,FALSE,0,0,73.19672,63.49664,,,,
G7,FALSE,Bv_sup_pel_P_2_T0,1,Unknown,SYBR,25.748333,0.914297041,,Amp,FALSE,0,0,73.53509,,,,,
G8,FALSE,Bv_sup_pel_P_3_T0,1,Unknown,SYBR,25.17606,0.876885994,,Amp,FALSE,0,0,73.4223,,,,,
G9,FALSE,Bd_nanopore_5_T44,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,60.0003,,,,,
G10,FALSE,Bd_sup_pel_1_T44,1,Unknown,SYBR,34.455986,0.701487129,,Inconclusive,FALSE,0,0,74.550125,,,,,
G11,FALSE,Bd_sup_pel_2_T44,1,Unknown,SYBR,31.696775,0.54980441,,Inconclusive,FALSE,0,0,72.97108,,,,,
G12,FALSE,Bd_sup_pel_3_T44,1,Unknown,SYBR,30.863464,0,,No Amp,FALSE,0,0,73.42223,,,,,
G13,FALSE,Bd_P__nanopore_1_T40,1,Unknown,SYBR,21.40453,0.029174297,,Amp,FALSE,0,0,73.20008,,,,,
G14,FALSE,Bd_P__nanopore_2_T40,1,Unknown,SYBR,20.013964,0,,Amp,FALSE,0,0,73.20008,,,,,
G15,FALSE,Bd_P__nanopore_3_T40,1,Unknown,SYBR,23.680819,0.315068036,,Amp,FALSE,0,0,73.20008,,,,,
G16,FALSE,Bd_P__nanopore_4_T40,1,Unknown,SYBR,23.588507,0.281569033,,Amp,FALSE,0,0,73.20008,,,,,
G17,FALSE,Bd_P__nanopore_5_T40,1,Unknown,SYBR,24.377445,0.516583013,,Amp,FALSE,0,0,73.202675,,,,,
G18,FALSE,Bd_sup_pel_P_1_T40,1,Unknown,SYBR,23.471918,0.312681551,,Amp,FALSE,0,0,73.202675,,,,,
G19,FALSE,Bd_sup_pel_P_2_T40,1,Unknown,SYBR,20.425816,0,,Amp,FALSE,0,0,73.202675,,,,,
G20,FALSE,Bd_sup_pel_P_3_T40,1,Unknown,SYBR,26.015335,0.555788059,,Amp,FALSE,0,0,73.31551,,,,,
G21,FALSE,Bd_P_proteinase_2_T24,1,Unknown,SYBR,22.7309,0.019659415,,Amp,FALSE,0,0,73.4252,,,,,
G22,FALSE,Bd_P_proteinase_3_T24,1,Unknown,SYBR,24.84851,0.355451633,,Amp,FALSE,0,0,73.4252,,,,,
G23,FALSE,media_P_proteinase_1_T24,1,Unknown,SYBR,27.487284,0.980824701,,Amp,FALSE,0,0,73.650826,,,,,
G24,FALSE,media_P_proteinase_2_T24,1,Unknown,SYBR,27.012293,0.826156424,,Amp,FALSE,0,0,73.650826,,,,,
H1,FALSE,Bv_P__nanopore_1_T0,1,Unknown,SYBR,25.656683,0.960936522,,Amp,FALSE,0,0,73.31221,,,,,
H2,FALSE,Bv_P__nanopore_2_T0,1,Unknown,SYBR,24.975292,0.824485779,,Amp,FALSE,0,0,73.31221,,,,,
H3,FALSE,Bv_P__nanopore_3_T0,1,Unknown,SYBR,25.481812,0.961287887,,Amp,FALSE,0,0,73.31221,,,,,
H4,FALSE,Bv_P__nanopore_4_T0,1,Unknown,SYBR,25.707375,0.992375259,,Amp,FALSE,0,0,73.31221,,,,,
H5,FALSE,Bv_P__nanopore_5_T0,1,Unknown,SYBR,25.741373,0.957867182,,Amp,FALSE,0,0,73.4223,,,,,
H6,FALSE,Bv_sup_pel_P_1_T0,1,Unknown,SYBR,21.685108,0.991221741,,Amp,FALSE,0,0,73.30951,63.49664,,,,
H7,FALSE,Bv_sup_pel_P_2_T0,1,Unknown,SYBR,25.84324,0.959212523,,Amp,FALSE,0,0,73.53509,,,,,
H8,FALSE,Bv_sup_pel_P_3_T0,1,Unknown,SYBR,25.454208,0.915351763,,Amp,FALSE,0,0,73.4223,,,,,
H9,FALSE,Bd_nanopore_5_T44,1,Unknown,SYBR,33.72397,0.796056584,,Inconclusive,FALSE,0,0,72.97108,,,,,
H10,FALSE,Bd_sup_pel_1_T44,1,Unknown,SYBR,31.954483,0.777137857,,Amp,FALSE,0,0,76.9187,,,,,
H11,FALSE,Bd_sup_pel_2_T44,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,60.0003,,,,,
H12,FALSE,Bd_sup_pel_3_T44,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,60.0003,,,,,
H13,FALSE,Bd_P__nanopore_1_T40,1,Unknown,SYBR,19.792007,0,,Amp,FALSE,0,0,73.20008,,,,,
H14,FALSE,Bd_P__nanopore_2_T40,1,Unknown,SYBR,22.665045,0.113833195,,Amp,FALSE,0,0,73.20008,,,,,
H15,FALSE,Bd_P__nanopore_3_T40,1,Unknown,SYBR,24.635899,0.489087675,,Amp,FALSE,0,0,73.20008,,,,,
H16,FALSE,Bd_P__nanopore_4_T40,1,Unknown,SYBR,23.06427,0.233111962,,Amp,FALSE,0,0,73.20008,,,,,
H17,FALSE,Bd_P__nanopore_5_T40,1,Unknown,SYBR,24.344738,0.458459627,,Amp,FALSE,0,0,73.202675,,,,,
H18,FALSE,Bd_sup_pel_P_1_T40,1,Unknown,SYBR,23.276978,0.235520025,,Amp,FALSE,0,0,73.202675,,,,,
H19,FALSE,Bd_sup_pel_P_2_T40,1,Unknown,SYBR,22.466434,0.171073454,,Amp,FALSE,0,0,73.202675,,,,,
H20,FALSE,Bd_sup_pel_P_3_T40,1,Unknown,SYBR,25.927923,0.632504569,,Amp,FALSE,0,0,73.31551,,,,,
H21,FALSE,Bd_P_proteinase_2_T24,1,Unknown,SYBR,23.709625,0.101107479,,Amp,FALSE,0,0,73.312386,,,,,
H22,FALSE,Bd_P_proteinase_3_T24,1,Unknown,SYBR,22.584524,0,,Amp,FALSE,0,0,73.312386,,,,,
H23,FALSE,media_P_proteinase_1_T24,1,Unknown,SYBR,27.49168,0.991035653,,Amp,FALSE,0,0,73.650826,,,,,
H24,FALSE,media_P_proteinase_2_T24,1,Unknown,SYBR,27.549147,0.979734868,,Amp,FALSE,0,0,73.650826,,,,,
I1,FALSE,Bd_nanopore_1_T0,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,59.9999,,,,,
I2,FALSE,Bd_nanopore_2_T0,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,59.9999,,,,,
I3,FALSE,Bd_nanopore_3_T0,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,59.9999,,,,,
I4,FALSE,Bd_nanopore_4_T0,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,59.9999,,,,,
I5,FALSE,Bd_nanopore_5_T0,1,Unknown,SYBR,38.06775,0.82912181,,No Amp,FALSE,0,0,72.745544,,,,,
I6,FALSE,Bd_sup_pel_1_T0,1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,0,0,60.0001,,,,,
