Well,Omit,Sample,Target,Task,Dyes,Cq,Cq Conf,Amp Score,Amp Status,Annotated,Baseline Start,Baseline End,Tm1,Tm2,Tm3,Tm4,Curve Quality,Result Quality Issues
A13,false,media_phage_1_T4,vulgatus,Unknown,SYBR-NFQ-MGB,27.48420303386763,0.7736287053438627,1.8229531368867973,Amp,false,3,21,73.8243179321289,,,,,
A14,false,media_phage_2_T4,vulgatus,Unknown,SYBR-NFQ-MGB,30.840329498232514,0.9639303128471023,1.7510898139057487,Amp,false,3,20,73.8243179321289,,,,,
A15,false,media_phage_3_T4,vulgatus,Unknown,SYBR-NFQ-MGB,31.681558600166113,0.967305926920123,1.6987869444630863,Amp,false,3,23,73.8243179321289,,,,,
A16,false,media_phage_abx_1_T4,vulgatus,Unknown,SYBR-NFQ-MGB,28.887814061937107,0.9884858104573203,1.7844950509628719,Amp,false,3,20,73.8243179321289,,,,,
A17,false,media_phage_abx_2_T4,vulgatus,Unknown,SYBR-NFQ-MGB,31.876210244088867,0.9661118665828207,1.644216504043342,Amp,false,3,24,73.8243179321289,,,,,
A18,false,media_phage_abx_3_T4,vulgatus,Unknown,SYBR-NFQ-MGB,29.401289850769153,0.9868244238111669,1.7579257602970852,Amp,false,3,21,73.8243179321289,,,,,
A19,false,media_1_T4,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,91.06809997558594,,,,,
A20,false,media_2_T4,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,90.87434387207031,,,,,
A21,false,media_3_T4,vulgatus,Unknown,SYBR-NFQ-MGB,34.0524869054735,0.9553313334232281,1.6867422817333415,Amp,false,3,24,74.98682403564453,68.20555877685547,,,,
A22,false,media_abx_1_T4,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,91.26184844970703,,,,,
A23,false,media_abx_2_T4,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,91.06809997558594,86.22433471679688,,,,
A24,false,media_abx_3_T4,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,86.22433471679688,,,,,
B1,false,Bv_phage_abx_1_T0,vulgatus,Unknown,SYBR-NFQ-MGB,26.42845691589855,0.750668490390018,1.8965030457656522,Amp,false,3,21,73.43870544433594,,,,,
B2,false,Bv_phage_abx_2_T0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,73.43870544433594,93.97357177734375,,,,
B3,false,Bv_phage_abx_3_T0,vulgatus,Unknown,SYBR-NFQ-MGB,25.709792402742124,0.7275027092420078,1.9101367913456488,Amp,false,3,21,73.43870544433594,,,,,
B4,false,Bd_phage_abx_1_T0,vulgatus,Unknown,SYBR-NFQ-MGB,25.86358257448154,0.8514081379769649,1.9045968302210783,Amp,false,3,19,73.43870544433594,,,,,
B5,false,Bd_phage_abx_2_T0,vulgatus,Unknown,SYBR-NFQ-MGB,24.937446157770943,0.5540164319073332,1.9364498338332858,Amp,false,3,18,73.63243103027344,,,,,
B6,false,Bd_phage_abx_3_T0,vulgatus,Unknown,SYBR-NFQ-MGB,26.26065387784942,0.9893289651813322,1.9275831228535754,Amp,false,3,20,73.63243103027344,,,,,
B7,false,Bv_abx_1_T0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,90.48651885986328,85.83711242675781,,,,
B8,false,Bv_abx_2_T0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,73.43870544433594,89.51789855957031,84.48104095458984,,,
B9,false,Bv_abx_3_T0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,90.87397003173828,,,,,
B10,false,Bd_abx_1_T0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,90.68024444580078,,,,,
B11,false,Bd_abx_2_T0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,90.29279327392578,84.28731536865234,73.24497985839844,,,
B12,false,Bd_abx_3_T0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,91.06769561767578,80.60653686523438,,,,
B13,false,media_phage_1_T4,vulgatus,Unknown,SYBR-NFQ-MGB,28.86907339436671,0.9858176043470663,1.788484786132786,Amp,false,3,19,73.8243179321289,,,,,
B14,false,media_phage_2_T4,vulgatus,Unknown,SYBR-NFQ-MGB,31.467146730221984,0.9705272716135028,1.7425565306682709,Amp,false,3,24,74.01806640625,,,,,
B15,false,media_phage_3_T4,vulgatus,Unknown,SYBR-NFQ-MGB,32.308307423544704,0.9572958354394097,1.6615227295510748,Amp,false,3,24,74.01806640625,,,,,
B16,false,media_phage_abx_1_T4,vulgatus,Unknown,SYBR-NFQ-MGB,28.76308795938806,0.9885972886670856,1.7946350420564139,Amp,false,3,18,73.8243179321289,,,,,
B17,false,media_phage_abx_2_T4,vulgatus,Unknown,SYBR-NFQ-MGB,31.861871185896433,0.9706635881879603,1.7261356911184034,Amp,false,3,24,74.01806640625,,,,,
B18,false,media_phage_abx_3_T4,vulgatus,Unknown,SYBR-NFQ-MGB,29.48901987421,0.9876756206042498,1.7595853916726012,Amp,false,3,18,73.8243179321289,,,,,
B19,false,media_1_T4,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,91.06809997558594,,,,,
B20,false,media_2_T4,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,90.48684692382812,,,,,
B21,false,media_3_T4,vulgatus,Unknown,SYBR-NFQ-MGB,33.426855154033476,0.9730689504188781,1.7349730061229056,Amp,false,3,24,74.79307556152344,,,,,
B22,false,media_abx_1_T4,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,0.19284236232255147,No Amp,false,3,39,90.68059539794922,86.03058624267578,,,,
B23,false,media_abx_2_T4,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,90.48684692382812,,,,,
B24,false,media_abx_3_T4,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,91.26184844970703,,,,,
C1,false,Bv_phage_1_T0,vulgatus,Unknown,SYBR-NFQ-MGB,25.798102781204236,0.9261673840594454,1.917138721019591,Amp,false,3,22,73.43870544433594,,,,,
C2,false,Bv_phage_2_T0,vulgatus,Unknown,SYBR-NFQ-MGB,25.701413972753635,0.7535434708994148,1.9382531723250236,Amp,false,3,17,73.43870544433594,,,,,
C3,false,Bv_phage_3_T0,vulgatus,Unknown,SYBR-NFQ-MGB,26.90957839832,0.9600461245743663,1.93960053093295,Amp,false,3,24,73.63243103027344,,,,,
C4,false,Bd_phage_1_T0,vulgatus,Unknown,SYBR-NFQ-MGB,25.78267727499197,0.7020649699472513,1.8750446405123407,Amp,false,3,17,73.63243103027344,,,,,
C5,false,Bd_phage_2_T0,vulgatus,Unknown,SYBR-NFQ-MGB,26.867413601795903,0.9622689806519864,1.8662407512369816,Amp,false,3,19,73.63243103027344,,,,,
C6,false,Bd_phage_3_T0,vulgatus,Unknown,SYBR-NFQ-MGB,26.782099819093517,0.9856826982141131,1.8929510328303563,Amp,false,3,20,73.63243103027344,,,,,
C7,false,Pm_phage_1_T0,vulgatus,Unknown,SYBR-NFQ-MGB,30.608178754320868,0.7259653774790854,1.7073500247697175,Amp,false,3,24,74.01988220214844,,,,,
C8,false,Pm_phage_2_T0,vulgatus,Unknown,SYBR-NFQ-MGB,27.551180886759653,0.9867843291320566,1.8420654671598145,Amp,false,3,17,73.82615661621094,,,,,
C9,false,Pm_phage_3_T0,vulgatus,Unknown,SYBR-NFQ-MGB,27.193778610286245,0.9912359513904726,1.8555583722411522,Amp,false,3,18,73.82615661621094,,,,,
C10,false,Bs_phage_1_T0,vulgatus,Unknown,SYBR-NFQ-MGB,27.547050074457644,0.995276795520045,1.8438247224528181,Amp,false,3,21,73.82615661621094,,,,,
C11,false,Bs_phage_2_T0,vulgatus,Unknown,SYBR-NFQ-MGB,26.788535969402744,0.9913588540450307,1.8916362257631105,Amp,false,3,17,73.63243103027344,,,,,
C12,false,Bs_phage_3_T0,vulgatus,Unknown,SYBR-NFQ-MGB,24.962803183215186,0.45359979998516087,1.864310833528999,Amp,false,3,17,73.82615661621094,,,,,
C13,false,LG_Bv_phage_1_T4,vulgatus,Unknown,SYBR-NFQ-MGB,20.370826249728037,0,1.8388838706898292,Amp,false,3,17,73.8243179321289,,,,,
C14,false,LG_Bv_phage_2_T4,vulgatus,Unknown,SYBR-NFQ-MGB,25.78153171007748,0.8479718471649184,1.8545761782124808,Amp,false,3,18,73.8243179321289,,,,,
C15,false,LG_Bv_phage_3_T4,vulgatus,Unknown,SYBR-NFQ-MGB,14.853959391351273,0,1.8336067823731383,Amp,false,3,14,73.8243179321289,,,,,
C16,false,LG_Bv_phage_abx_1_T4,vulgatus,Unknown,SYBR-NFQ-MGB,26.588107499018044,0.9900099923136042,1.8551139643136603,Amp,false,3,18,73.8243179321289,,,,,
C17,false,LG_Bv_phage_abx_2_T4,vulgatus,Unknown,SYBR-NFQ-MGB,26.390479087827295,0.990682988821257,1.8703018175642596,Amp,false,3,17,73.8243179321289,,,,,
C18,false,LG_Bv_phage_abx_3_T4,vulgatus,Unknown,SYBR-NFQ-MGB,26.662817224375623,0.990629919815891,1.8712951943890948,Amp,false,3,19,73.8243179321289,,,,,
C19,false,LG_Bv_1_T4,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,80.41183471679688,89.90559387207031,,,,
C20,false,LG_Bv_2_T4,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,90.48684692382812,76.14932250976562,,,,
C21,false,LG_Bv_3_T4,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,90.87434387207031,,,,,
C22,false,LG_Bv_abx_1_T4,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,90.87434387207031,,,,,
C23,false,LG_Bv_abx_2_T4,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,89.71184539794922,85.4493408203125,,,,
C24,false,LG_Bv_abx_3_T4,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,85.4493408203125,88.3555908203125,92.81184387207031,,,
D1,false,Bv_phage_1_T0,vulgatus,Unknown,SYBR-NFQ-MGB,26.046039992537757,0.9700261754841002,1.8638680875739655,Amp,false,3,20,73.63243103027344,,,,,
D2,false,Bv_phage_2_T0,vulgatus,Unknown,SYBR-NFQ-MGB,25.557253100222887,0.9229744782443516,1.8975035761264547,Amp,false,3,17,73.63243103027344,,,,,
D3,false,Bv_phage_3_T0,vulgatus,Unknown,SYBR-NFQ-MGB,26.69709509391177,0.9883339988675635,1.8988504101906758,Amp,false,3,18,73.63243103027344,,,,,
D4,false,Bd_phage_1_T0,vulgatus,Unknown,SYBR-NFQ-MGB,27.165951209291002,0.9914559181309159,1.8822932370352925,Amp,false,3,18,73.63243103027344,,,,,
D5,false,Bd_phage_2_T0,vulgatus,Unknown,SYBR-NFQ-MGB,27.213821709239824,0.9863288409086792,1.8748214430501948,Amp,false,3,18,73.82615661621094,,,,,
D6,false,Bd_phage_3_T0,vulgatus,Unknown,SYBR-NFQ-MGB,26.860294784308344,0.9850150568346594,1.8812787730528622,Amp,false,3,18,73.82615661621094,,,,,
D7,false,Pm_phage_1_T0,vulgatus,Unknown,SYBR-NFQ-MGB,21.514488495374565,0,,Inconclusive,false,3,28,73.82615661621094,,,,,
D8,false,Pm_phage_2_T0,vulgatus,Unknown,SYBR-NFQ-MGB,27.92865794684996,0.9853839009986917,1.8384715883665697,Amp,false,3,21,73.82615661621094,,,,,
D9,false,Pm_phage_3_T0,vulgatus,Unknown,SYBR-NFQ-MGB,26.871761375980427,0.9893226356643291,1.8669185345484978,Amp,false,3,18,73.82615661621094,,,,,
D10,false,Bs_phage_1_T0,vulgatus,Unknown,SYBR-NFQ-MGB,26.725329075784856,0.9884810863239272,1.879988372870278,Amp,false,3,18,73.82615661621094,,,,,
D11,false,Bs_phage_2_T0,vulgatus,Unknown,SYBR-NFQ-MGB,26.818658298191124,0.992356154353482,1.881600629497961,Amp,false,3,19,73.82615661621094,,,,,
D12,false,Bs_phage_3_T0,vulgatus,Unknown,SYBR-NFQ-MGB,27.375582158125916,0.9927634874058685,1.868531664698006,Amp,false,3,18,73.82615661621094,,,,,
D13,false,LG_Bv_phage_1_T4,vulgatus,Unknown,SYBR-NFQ-MGB,26.69124430912931,0.987541479696458,1.837676551060271,Amp,false,3,15,73.8243179321289,,,,,
D14,false,LG_Bv_phage_2_T4,vulgatus,Unknown,SYBR-NFQ-MGB,26.14614268089141,0.9213782177032485,1.8659570472845515,Amp,false,3,15,73.8243179321289,,,,,
D15,false,LG_Bv_phage_3_T4,vulgatus,Unknown,SYBR-NFQ-MGB,26.035728230262862,0.8559374548584834,1.8511067238321783,Amp,false,3,17,73.8243179321289,,,,,
D16,false,LG_Bv_phage_abx_1_T4,vulgatus,Unknown,SYBR-NFQ-MGB,25.98917002191159,0.9853378801981925,1.8331439395207987,Amp,false,3,15,73.8243179321289,,,,,
D17,false,LG_Bv_phage_abx_2_T4,vulgatus,Unknown,SYBR-NFQ-MGB,26.634251020284644,0.9906178587444437,1.8544491036092363,Amp,false,3,18,73.8243179321289,,,,,
D18,false,LG_Bv_phage_abx_3_T4,vulgatus,Unknown,SYBR-NFQ-MGB,27.15003192700452,0.9900950884667501,1.838254314989548,Amp,false,3,18,73.8243179321289,,,,,
D19,false,LG_Bv_1_T4,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,90.48684692382812,,,,,
D20,false,LG_Bv_2_T4,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,90.09934997558594,,,,,
D21,false,LG_Bv_3_T4,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,90.68059539794922,80.60558319091797,,,,
D22,false,LG_Bv_abx_1_T4,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,88.93684387207031,84.6743392944336,,,,
D23,false,LG_Bv_abx_2_T4,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,91.26184844970703,,,,,
D24,false,LG_Bv_abx_3_T4,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,90.2930908203125,,,,,
E1,false,Bv_1_T0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,86.03083801269531,81.57516479492188,73.24497985839844,,,
E2,false,Bv_2_T0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,90.68024444580078,86.22456359863281,,,,
E3,false,Bv_3_T0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,91.06769561767578,74.01988220214844,86.22456359863281,,,
E4,false,Bd_1_T0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,90.87397003173828,,,,,
E5,false,Bd_2_T0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,91.45514678955078,,,,,
E6,false,Bd_3_T0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,91.06769561767578,,,,,
E7,false,Pm_1_T0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,91.64887237548828,,,,,
E8,false,Pm_2_T0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,91.45514678955078,,,,,
E9,false,Pm_3_T0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,91.64887237548828,85.83711242675781,,,,
E10,false,Bs_1_T0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,91.06769561767578,86.03083801269531,,,,
E11,false,Bs_2_T0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,91.45514678955078,,,,,
E12,false,Bs_3_T0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,91.84259033203125,73.24497985839844,,,,
E13,false,Bv_phage_abx_1_T8,vulgatus,Unknown,SYBR-NFQ-MGB,25.77669062434478,0.8760831585868395,1.8836641989245482,Amp,false,3,15,73.8243179321289,,,,,
E14,false,Bv_phage_abx_2_T8,vulgatus,Unknown,SYBR-NFQ-MGB,23.183756096431452,0.17865924483460296,1.8592807382440095,Amp,false,3,19,73.8243179321289,,,,,
E15,false,Bv_phage_abx_3_T8,vulgatus,Unknown,SYBR-NFQ-MGB,26.390110115393945,0.9889336582977422,1.876253552328554,Amp,false,3,17,73.8243179321289,,,,,
E16,false,Bd_phage_abx_1_T8,vulgatus,Unknown,SYBR-NFQ-MGB,22.949371115217303,0.10355742445275812,1.7117611416322382,Amp,false,3,16,73.63056945800781,,,,,
E17,false,Bd_phage_abx_2_T8,vulgatus,Unknown,SYBR-NFQ-MGB,26.334900021015272,0.7921008601915177,1.637620270619372,Amp,false,3,20,73.8243179321289,,,,,
E18,false,Bd_phage_abx_3_T8,vulgatus,Unknown,SYBR-NFQ-MGB,23.48871105523591,0.1396384238049597,1.6896450614732277,Amp,false,3,16,73.63056945800781,,,,,
E19,false,Bv_abx_1_T8,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,90.48684692382812,,,,,
E20,false,Bv_abx_2_T8,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,91.45559692382812,,,,,
E21,false,Bv_abx_3_T8,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,90.68059539794922,,,,,
E22,false,Bd_abx_1_T8,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,80.41183471679688,91.64935302734375,63.94305419921875,,,
E23,false,Bd_abx_2_T8,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,80.21807861328125,91.64935302734375,,,,
E24,false,Bd_abx_3_T8,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,80.41183471679688,90.68059539794922,,,,
F1,false,Bv_1_T0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,80.60653686523438,90.09906768798828,73.63243103027344,86.61201477050781,,
F2,false,Bv_2_T0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,91.06769561767578,,,,,
F3,false,Bv_3_T0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,91.26142120361328,,,,,
F4,false,Bd_1_T0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,91.45514678955078,,,,,
F5,false,Bd_2_T0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,91.26142120361328,,,,,
F6,false,Bd_3_T0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,91.26142120361328,,,,,
F7,false,Pm_1_T0,vulgatus,Unknown,SYBR-NFQ-MGB,34.9800379557104,0.9684003165246017,1.667293578263706,Inconclusive,false,3,24,74.01988220214844,,,,,
F8,false,Pm_2_T0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,91.64887237548828,,,,,
F9,false,Pm_3_T0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,0.3734913068988365,No Amp,false,3,39,91.84259033203125,,,,,
F10,false,Bs_1_T0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,0.2915428181675379,No Amp,false,3,39,91.45514678955078,,,,,
F11,false,Bs_2_T0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,91.84259033203125,,,,,
F12,false,Bs_3_T0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,91.84259033203125,,,,,
F13,false,Bv_phage_abx_1_T8,vulgatus,Unknown,SYBR-NFQ-MGB,26.465278440882905,0.9860747533563519,1.8767311507746451,Amp,false,3,18,73.8243179321289,,,,,
F14,false,Bv_phage_abx_2_T8,vulgatus,Unknown,SYBR-NFQ-MGB,26.524100051274708,0.9874279211583014,1.8666215158832518,Amp,false,3,16,73.8243179321289,,,,,
F15,false,Bv_phage_abx_3_T8,vulgatus,Unknown,SYBR-NFQ-MGB,24.440046506312164,0.42369964621045053,1.8728442326724282,Amp,false,3,17,73.8243179321289,,,,,
F16,false,Bd_phage_abx_1_T8,vulgatus,Unknown,SYBR-NFQ-MGB,23.62328731273105,0.18081649503202885,1.7254611177474701,Amp,false,3,17,73.8243179321289,,,,,
F17,false,Bd_phage_abx_2_T8,vulgatus,Unknown,SYBR-NFQ-MGB,23.096903279500992,0.07425880075897003,1.6861521457044266,Amp,false,3,17,73.8243179321289,,,,,
F18,false,Bd_phage_abx_3_T8,vulgatus,Unknown,SYBR-NFQ-MGB,21.622471405163758,0,1.6373537059501797,Inconclusive,false,3,16,73.43682098388672,,,,,
F19,false,Bv_abx_1_T8,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,91.45559692382812,,,,,
F20,false,Bv_abx_2_T8,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,91.84309387207031,,,,,
F21,false,Bv_abx_3_T8,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,91.26184844970703,,,,,
F22,false,Bd_abx_1_T8,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,65.10556030273438,80.41183471679688,91.84309387207031,61.230552673339844,,
F23,false,Bd_abx_2_T8,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,80.41183471679688,91.84309387207031,75.95557403564453,,,
F24,false,Bd_abx_3_T8,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,80.41183471679688,76.73057556152344,,,,
G1,false,media_phage_1_T0,vulgatus,Unknown,SYBR-NFQ-MGB,28.537860259885463,0.96429884458839,1.7573718871406123,Amp,false,3,20,73.63243103027344,,,,,
G2,false,media_phage_2_T0,vulgatus,Unknown,SYBR-NFQ-MGB,31.628425882044283,0.9464977759417814,1.7330456028659926,Amp,false,3,24,73.82615661621094,,,,,
G3,false,media_phage_3_T0,vulgatus,Unknown,SYBR-NFQ-MGB,29.966083167115357,0.2867596949946617,1.5332598119284624,Inconclusive,false,3,25,74.21360778808594,91.26142120361328,,,,
G4,false,media_phage_abx_1_T0,vulgatus,Unknown,SYBR-NFQ-MGB,31.8622030697724,0.9647183619201184,1.7388463239686531,Amp,false,3,25,73.82615661621094,,,,,
G5,false,media_phage_abx_2_T0,vulgatus,Unknown,SYBR-NFQ-MGB,29.796990872598883,0.985016426829105,1.7324376183678538,Amp,false,3,22,73.82615661621094,,,,,
G6,false,media_phage_abx_3_T0,vulgatus,Unknown,SYBR-NFQ-MGB,32.74967995749283,0.9492643615008239,1.6782776916470603,Amp,false,3,26,74.01988220214844,,,,,
G7,false,media_1_T0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,91.26142120361328,,,,,
G8,false,media_2_T0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,91.64887237548828,,,,,
G9,false,media_3_T0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,92.03631591796875,,,,,
G10,false,media_abx_1_T0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,false,3,39,91.64887237548828,,,,,
G11,false,media_abx_2_T0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,0.484708437899884,No Amp,false,3,39,91.84259033203125,,,,,
G12,false,media_abx_3_T0,vulgatus,Unknown,SYBR-NFQ-MGB,37.34703676125193,0.6127577038791557,1.334895002474894,Inconclusive,false,3,25,74.40733337402344,63.94617462158203,,,,
G13,false,Bv_phage_1_T8,vulgatus,Unknown,SYBR-NFQ-MGB,21.221683214721253,0,1.731614283823894,Amp,false,3,16,73.8243179321289,,,,,
G14,false,Bv_phage_2_T8,vulgatus,Unknown,SYBR-NFQ-MGB,22.650654827834593,0.040243814247962924,1.7265745800805967,Amp,false,3,16,73.8243179321289,,,,,
G15,false,Bv_phage_3_T8,vulgatus,Unknown,SYBR-NFQ-MGB,22.98785704211778,0.07464115744089021,1.7149312198953173,Amp,false,3,16,74.01806640625,,,,,
G16,false,Bd_phage_1_T8,vulgatus,Unknown,SYBR-NFQ-MGB,23.56483706958418,0.11689151213909416,1.700291790443146,Amp,false,3,18,73.8243179321289,,,,,
G17,false,Bd_phage_2_T8,vulgatus,Unknown,SYBR-NFQ-MGB,23.703266381357096,0.12763846993248795,1.6700359353418803,Amp,false,3,16,73.8243179321289,,,,,
