Well,Omit,Sample,Target,Task,Dyes,Cq,Cq Conf,Amp Score,Amp Status,Annotated,Baseline Start,Baseline End,Tm1,Tm2,Tm3,Tm4,Curve Quality,Result Quality Issues
D19,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,72.93687439,81.1985321,68.70998383,64.48309326,,
D20,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,85.4254303,89.46018982,63.13817215,73.70540619,,
D21,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,71.59195709,90.22871399,81.00640106,76.39524841,,
D22,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,85.4254303,73.70540619,78.70082092,83.50411224,,
D23,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,63.52243805,69.86277771,74.85819244,84.84902954,,
D24,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,77.54803467,82.54345703,69.28637695,86.0018158,,
I13,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,88.69166565,70.63130188,76.58737946,93.68708038,,
I14,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,72.16835022,63.90670013,88.11526489,67.55719757,,
I15,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,88.69166565,77.74016571,81.96705627,68.1335907,,
I16,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,68.51785278,88.30740356,74.08966827,92.15002441,,
I17,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,64.86735535,88.88378906,72.16835022,76.7795105,,
I18,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,70.63130188,77.54803467,88.11526489,82.54345703,,
I19,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,90.42084503,85.61755371,78.31655884,71.78408813,,
I20,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,81.96705627,87.34674072,77.93229675,93.11068726,,
I21,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,63.33030701,91.76576233,83.11985016,88.30740356,,
I22,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,81.96705627,61.98538589,93.11068726,69.86277771,,
I23,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,73.51327515,81.00640106,86.19395447,90.99723816,,
I24,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,93.3028183,71.01556396,77.54803467,89.46018982,,
J13,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,77.16377258,,,,,
J14,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,82.54345703,65.63587952,71.20769501,74.6660614,,
J15,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,85.80969238,69.86277771,89.8444519,65.44374847,,
J16,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,76.01098633,69.47851563,64.48309326,88.49952698,,
J17,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,80.23787689,65.63587952,87.92313385,70.43917084,,
J18,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,69.47851563,80.62213898,76.01098633,88.30740356,,
J19,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,81.58279419,67.94145966,90.03658295,73.51327515,,
J20,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,81.58279419,64.09883118,87.92313385,93.3028183,,
J21,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,73.51327515,90.42084503,77.35590363,63.33030701,,
J22,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,86.0018158,70.43917084,78.70082092,65.82801819,,
J23,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,89.26805115,66.7886734,71.78408813,83.50411224,,
J24,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,70.63130188,62.75391006,75.43458557,80.04574585,,
K13,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,68.51785278,73.89753723,88.11526489,61.79325104,,
K14,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,80.81427002,86.96247864,66.59654236,70.24703979,,
K15,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,90.99723816,81.96705627,77.16377258,,,
K16,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,86.57821655,79.08508301,65.25161743,91.1893692,,
K17,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,68.51785278,63.90670013,76.7795105,91.76576233,,
K18,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,73.3211441,77.74016571,68.70998383,86.7703476,,
K19,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,74.6660614,81.39066315,61.40898895,88.69166565,,
K20,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,76.58737946,69.09425354,90.22871399,82.73558044,,
K21,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,86.19395447,75.81884766,81.1985321,67.74932861,,
K22,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,72.36048889,80.62213898,84.6568985,76.39524841,,
K23,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,85.61755371,72.93687439,66.59654236,81.1985321,,
K24,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,71.39982605,85.04116058,63.33030701,88.49952698,,
L13,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,75.24245453,84.27263641,88.69166565,92.91854858,,
L14,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,87.15460968,72.74475098,76.97164154,67.55719757,,
L15,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,82.54345703,65.25161743,75.05032349,90.99723816,,
L16,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,64.48309326,90.03658295,84.6568985,74.47393036,,
L17,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,68.90211487,78.1244278,82.35131836,86.57821655,,
L18,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,91.957901,66.21228027,85.80969238,81.58279419,,
L19,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,66.40441132,81.1985321,87.34674072,71.39982605,,
L20,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,83.50411224,68.1335907,87.92313385,71.59195709,,
L21,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,83.11985016,88.11526489,69.28637695,77.16377258,,
L22,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,76.01098633,67.74932861,85.61755371,,,
L23,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,87.73100281,74.08966827,80.62213898,65.44374847,,
L24,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,78.50868988,73.89753723,91.1893692,82.92771912,,
M13,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,83.50411224,72.16835022,76.58737946,64.6752243,,
M14,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,66.59654236,84.6568985,80.04574585,90.99723816,,
M15,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,79.08508301,92.91854858,72.16835022,63.71456909,,
M16,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,87.53887177,64.29096222,69.47851563,83.50411224,,
M17,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,65.63587952,,,,,
M18,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,65.25161743,89.26805115,69.47851563,78.31655884,,
M19,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,64.09883118,75.43458557,81.39066315,89.46018982,,
M20,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,81.1985321,71.97621918,87.73100281,91.57363892,,
M21,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,79.08508301,73.51327515,84.08050537,63.13817215,,
M22,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,71.97621918,75.24245453,90.99723816,66.59654236,,
M23,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,67.55719757,76.58737946,91.957901,85.80969238,,
M24,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,85.61755371,70.43917084,65.44374847,90.80510712,,
N13,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,62.56177902,92.91854858,70.82343292,84.08050537,,
N14,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,88.69166565,83.3119812,74.6660614,69.86277771,,
N15,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,86.0018158,79.85361481,66.40441132,72.5526123,,
N16,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,68.51785278,79.27722168,83.69624329,87.92313385,,
N17,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,73.70540619,80.23787689,68.1335907,,,
N18,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,79.46934509,,,,,
N19,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,87.53887177,65.63587952,78.1244278,82.73558044,,
N20,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,80.23787689,62.75391006,68.70998383,,,
N21,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,81.77492523,70.82343292,76.39524841,63.71456909,,
N22,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,90.99723816,,,,,
N23,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,85.80969238,81.00640106,77.16377258,63.90670013,,
N24,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,68.51785278,63.13817215,83.69624329,90.42084503,,
O13,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,73.89753723,63.52243805,85.23329163,77.54803467,,
O14,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,83.11985016,76.58737946,88.11526489,70.05490875,,
O15,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,71.01556396,82.54345703,86.57821655,63.13817215,,
O16,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,85.61755371,77.16377258,81.39066315,70.82343292,,
O17,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,76.01098633,80.62213898,84.6568985,,,
O18,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,73.89753723,86.38608551,79.46934509,92.15002441,,
O19,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,90.80510712,64.09883118,73.3211441,78.50868988,,
O20,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,83.11985016,76.20310974,62.56177902,90.99723816,,
O21,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,92.15002441,67.55719757,82.15919495,86.19395447,,
O22,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,90.22871399,83.88837433,64.86735535,78.31655884,,
O23,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,82.35131836,87.92313385,63.71456909,67.36506653,,
O24,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,69.09425354,80.23787689,74.28179932,89.26805115,,
P13,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,85.23329163,66.21228027,70.43917084,61.60112,,
P14,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,86.57821655,79.08508301,74.47393036,,,
P15,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,76.58737946,86.19395447,65.63587952,71.39982605,,
P16,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,90.42084503,85.04116058,80.62213898,64.86735535,,
P17,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,70.05490875,80.62213898,86.38608551,63.33030701,,
P18,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,81.39066315,85.61755371,91.57363892,66.59654236,,
P19,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,66.40441132,72.16835022,84.46476746,61.40898895,,
P20,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,76.97164154,68.51785278,63.71456909,,,
P21,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,73.51327515,84.84902954,66.21228027,80.04574585,,
P22,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,80.04574585,84.84902954,63.33030701,,,
P23,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,65.82801819,83.11985016,61.98538589,90.61297607,,
P24,FALSE,0,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,66.0201416,74.85819244,87.34674072,81.58279419,,
C13,FALSE,colony_15_Bs,vulgatus,Unknown,SYBR-NFQ-MGB,32.27039162,0.932749742,1.579985178,Amp,FALSE,3,27,73.89753723,70.05490875,63.71456909,,,
D13,FALSE,colony_15_Bs,vulgatus,Unknown,SYBR-NFQ-MGB,35.83063185,0.744618288,1.396032077,Inconclusive,FALSE,3,29,73.70540619,,,,,
E13,FALSE, std -1,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,1.738284862,Inconclusive,FALSE,3,3,73.12901306,,,,,
F13,FALSE, std -1,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,1.749833668,Inconclusive,FALSE,3,3,73.12901306,,,,,
E14,FALSE, std -2,vulgatus,Unknown,SYBR-NFQ-MGB,6.548763851,0.946520289,1.759788007,Amp,FALSE,3,4,73.12901306,,,,,
F14,FALSE, std -2,vulgatus,Unknown,SYBR-NFQ-MGB,6.538707398,0.925157661,1.770152393,Amp,FALSE,3,4,73.12901306,,,,,
E15,FALSE, std -3,vulgatus,Unknown,SYBR-NFQ-MGB,11.35017958,0.965440424,1.774818712,Amp,FALSE,3,7,73.12901306,,,,,
F15,FALSE, std -3,vulgatus,Unknown,SYBR-NFQ-MGB,10.98206701,0.926943347,1.778603354,Amp,FALSE,3,7,73.12901306,,,,,
E16,FALSE, std -4,vulgatus,Unknown,SYBR-NFQ-MGB,13.5423485,0.942452479,1.769338893,Amp,FALSE,3,9,73.12901306,,,,,
F16,FALSE, std -4,vulgatus,Unknown,SYBR-NFQ-MGB,13.54235742,0.93117568,1.776444197,Amp,FALSE,3,9,73.12901306,,,,,
E17,FALSE, std -5,vulgatus,Unknown,SYBR-NFQ-MGB,17.49537359,0.636728292,1.598078681,Amp,FALSE,3,11,73.12901306,,,,,
F17,FALSE, std -5,vulgatus,Unknown,SYBR-NFQ-MGB,17.60350062,0.663266611,1.631984181,Amp,FALSE,3,12,73.12901306,,,,,
G22,FALSE,std -10,vulgatus,Unknown,SYBR-NFQ-MGB,33.67644361,0.964600121,1.687246727,Amp,FALSE,3,28,73.89753723,,,,,
H22,FALSE,std -10,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,90.99723816,80.81427002,73.3211441,,,
G23,FALSE,std -11,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,90.61297607,71.78408813,64.6752243,,,
H23,FALSE,std -11,vulgatus,Unknown,SYBR-NFQ-MGB,38.27536762,0.854821963,1.119519191,Inconclusive,FALSE,3,32,73.51327515,,,,,
G17,FALSE,std -6,vulgatus,Unknown,SYBR-NFQ-MGB,20.71662777,0.913159915,1.773935004,Amp,FALSE,3,16,73.12901306,,,,,
H17,FALSE,std -6,vulgatus,Unknown,SYBR-NFQ-MGB,20.71113799,0.896473743,1.776610719,Amp,FALSE,3,15,73.12901306,,,,,
G18,FALSE,std -7,vulgatus,Unknown,SYBR-NFQ-MGB,24.15266726,0.979948615,1.769918818,Amp,FALSE,3,19,73.12901306,,,,,
H18,FALSE,std -7,vulgatus,Unknown,SYBR-NFQ-MGB,23.46275182,0.948758868,1.772615419,Amp,FALSE,3,18,73.12901306,,,,,
G19,FALSE,std -8,vulgatus,Unknown,SYBR-NFQ-MGB,28.18525149,0.992290763,1.768456847,Amp,FALSE,3,23,73.12901306,,,,,
H19,FALSE,std -8,vulgatus,Unknown,SYBR-NFQ-MGB,28.52102639,0.990212721,1.764741173,Amp,FALSE,3,22,73.12901306,,,,,
G20,FALSE,std -9,vulgatus,Unknown,SYBR-NFQ-MGB,30.29725098,0.975262311,1.750687214,Amp,FALSE,3,25,73.12901306,,,,,
H20,FALSE,std -9,vulgatus,Unknown,SYBR-NFQ-MGB,30.85513421,0.989349036,1.749581129,Amp,FALSE,3,24,73.51327515,,,,,
A1,FALSE,T0_1,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,89.64813995,85.61399078,79.65882874,,,
B1,FALSE,T0_1,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,89.45603943,76.20098877,80.61933899,,,
A10,FALSE,T0_10,vulgatus,Unknown,SYBR-NFQ-MGB,30.76712661,0.994270591,1.76599782,Amp,FALSE,3,27,74.85626984,,,,,
B10,FALSE,T0_10,vulgatus,Unknown,SYBR-NFQ-MGB,33.14515982,0.993147949,1.704478142,Amp,FALSE,3,29,74.85626984,,,,,
A11,FALSE,T0_11,vulgatus,Unknown,SYBR-NFQ-MGB,25.33946339,0.884631001,1.757272498,Amp,FALSE,3,19,73.5115509,,,,,
B11,FALSE,T0_11,vulgatus,Unknown,SYBR-NFQ-MGB,25.53394596,0.891448742,1.751988401,Amp,FALSE,3,19,73.5115509,,,,,
A12,FALSE,T0_12,vulgatus,Unknown,SYBR-NFQ-MGB,25.39077786,0.896353766,1.754955667,Amp,FALSE,3,21,73.5115509,,,,,
B12,FALSE,T0_12,vulgatus,Unknown,SYBR-NFQ-MGB,25.34774696,0.852914205,1.752263798,Amp,FALSE,3,20,73.5115509,,,,,
A2,FALSE,T0_2,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,89.84024048,,,,,
B2,FALSE,T0_2,vulgatus,Unknown,SYBR-NFQ-MGB,32.76833795,0.985456376,1.721739458,Amp,FALSE,3,26,73.70365906,,,,,
A3,FALSE,T0_3,vulgatus,Unknown,SYBR-NFQ-MGB,24.73870214,0.782328944,1.7874752,Amp,FALSE,3,20,73.5115509,,,,,
B3,FALSE,T0_3,vulgatus,Unknown,SYBR-NFQ-MGB,24.89692268,0.802306606,1.780183233,Amp,FALSE,3,19,73.5115509,,,,,
A4,FALSE,T0_4,vulgatus,Unknown,SYBR-NFQ-MGB,25.2402305,0.940229708,1.777811326,Amp,FALSE,3,19,73.5115509,,,,,
B4,FALSE,T0_4,vulgatus,Unknown,SYBR-NFQ-MGB,24.74656665,0.84158372,1.780146943,Amp,FALSE,3,19,73.5115509,,,,,
E1,FALSE,T0_4_1,vulgatus,Unknown,SYBR-NFQ-MGB,19.64359208,0.878851748,1.705369801,Amp,FALSE,3,14,72.93524933,,,,,
F1,FALSE,T0_4_1,vulgatus,Unknown,SYBR-NFQ-MGB,19.84479839,0.925457028,1.713095046,Amp,FALSE,3,16,73.12734985,,,,,
E2,FALSE,T0_4_2,vulgatus,Unknown,SYBR-NFQ-MGB,19.56392226,0.795969748,1.672298957,Amp,FALSE,3,15,73.12734985,,,,,
F2,FALSE,T0_4_2,vulgatus,Unknown,SYBR-NFQ-MGB,19.6547558,0.805970286,1.67507919,Amp,FALSE,3,15,73.12734985,,,,,
E3,FALSE,T0_4_3,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,85.03768921,80.04302979,,,,
F3,FALSE,T0_4_3,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,85.03768921,,,,,
A5,FALSE,T0_5,vulgatus,Unknown,SYBR-NFQ-MGB,25.16324253,0.894898876,1.782227831,Amp,FALSE,3,18,73.5115509,,,,,
B5,FALSE,T0_5,vulgatus,Unknown,SYBR-NFQ-MGB,25.13393839,0.992064216,1.787474084,Amp,FALSE,3,21,73.5115509,,,,,
A6,FALSE,T0_6,vulgatus,Unknown,SYBR-NFQ-MGB,25.13140161,0.910217286,1.788414264,Amp,FALSE,3,19,73.5115509,,,,,
B6,FALSE,T0_6,vulgatus,Unknown,SYBR-NFQ-MGB,25.55023066,0.948577137,1.784779094,Amp,FALSE,3,22,73.5115509,,,,,
E4,FALSE,T0_6_1,vulgatus,Unknown,SYBR-NFQ-MGB,Undetermined,0,,No Amp,FALSE,3,39,90.03234863,,,,,
